,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
5595,5596,45,1032,2017-06-03,False,Approved,Solex,Standard,medium,medium,441.49,84.99,39427
5596,5597,26,2111,2017-07-17,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33552
5597,5598,85,23,2017-12-20,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226
5598,5599,82,2999,2017-12-22,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,35667
5599,5600,87,93,2017-01-30,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,34586
5600,5601,40,1908,2017-09-14,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,42172
5601,5602,8,3254,2017-04-10,False,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
5602,5603,0,947,2017-06-15,False,Approved,,,,,1192.33,,0
5603,5604,19,2166,2017-11-02,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
5604,5605,62,276,2017-09-06,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
5605,5606,53,2052,2017-01-05,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42295
5606,5607,0,2659,2017-05-08,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,36668
5607,5608,3,769,2017-08-29,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33259
5608,5609,93,1790,2017-10-18,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
5609,5610,0,1577,2017-10-23,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
5610,5611,22,888,2017-06-04,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
5611,5612,74,3421,2017-08-27,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,35455
5612,5613,1,2480,2017-11-18,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,40553
5613,5614,23,276,2017-02-02,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
5614,5615,11,1903,2017-12-14,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34586
5615,5616,58,2853,2017-09-28,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,34170
5616,5617,98,2443,2017-01-11,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
5617,5618,0,2589,2017-08-18,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
5618,5619,56,354,2017-10-20,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
5619,5620,67,1301,2017-08-02,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
5620,5621,7,790,2017-02-11,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258
5621,5622,11,2153,2017-01-02,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
5622,5623,6,2463,2017-10-27,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659
5623,5624,3,2791,2017-12-16,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
5624,5625,34,396,2017-06-25,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880
5625,5626,59,2415,2017-04-30,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
5626,5627,76,744,2017-02-06,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,35455
5627,5628,60,309,2017-05-25,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42145
5628,5629,84,2683,2017-12-14,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079
5629,5630,0,1538,2017-02-05,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37698
5630,5631,88,1106,2017-04-14,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
5631,5632,90,2575,2017-06-16,True,Approved,Solex,Standard,low,medium,945.04,507.58,36498
5632,5633,42,1152,2017-03-11,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,34071
5633,5634,5,1977,2017-04-21,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
5634,5635,5,770,2017-08-18,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
5635,5636,43,2581,2017-08-18,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064
5636,5637,98,35,2017-06-23,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42710
5637,5638,92,1196,2017-12-12,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
5638,5639,6,843,2017-12-11,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,42560
5639,5640,7,1585,2017-11-23,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,40649
5640,5641,74,938,2017-09-15,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668
5641,5642,17,399,2017-11-11,True,Cancelled,Solex,Standard,high,medium,1024.66,614.8,40670
5642,5643,75,2290,2017-04-07,,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,35455
5643,5644,20,1932,2017-03-03,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,33455
5644,5645,63,3110,2017-12-13,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145
5645,5646,35,2124,2017-03-19,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
5646,5647,100,1390,2017-06-02,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,34165
5647,5648,37,1131,2017-05-08,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
5648,5649,74,264,2017-11-12,False,Cancelled,WeareA2B,Standard,medium,medium,1228.07,400.91,36668
5649,5650,57,2400,2017-10-20,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42172
5650,5651,25,2713,2017-12-30,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115
5651,5652,45,1589,2017-10-30,False,Approved,Solex,Standard,medium,medium,441.49,84.99,36146
5652,5653,6,1652,2017-09-25,False,Approved,Solex,Standard,high,medium,748.17,448.9,40618
5653,5654,84,334,2017-11-04,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667
5654,5655,0,1892,2017-01-04,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,34115
5655,5656,96,1302,2017-02-22,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002
5656,5657,18,2903,2017-02-15,False,Approved,Solex,Standard,medium,medium,575.27,431.45,34165
5657,5658,38,2555,2017-12-29,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
5658,5659,4,2919,2017-12-09,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,40487
5659,5660,68,668,2017-09-02,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
5660,5661,67,1684,2017-11-03,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
5661,5662,92,27,2017-05-28,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833
5662,5663,11,3258,2017-04-24,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,41345
5663,5664,8,2183,2017-10-08,True,Approved,Solex,Road,medium,small,1703.52,1516.13,34586
5664,5665,58,2951,2017-08-20,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
5665,5666,75,1836,2017-07-17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429
5666,5667,30,875,2017-08-09,False,Approved,Solex,Standard,high,medium,748.17,448.9,34996
5667,5668,77,106,2017-06-19,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064
5668,5669,35,525,2017-09-02,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618
5669,5670,75,180,2017-05-17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
5670,5671,46,1157,2017-02-25,False,Approved,Solex,Standard,low,medium,1289.85,74.51,41009
5671,5672,36,2146,2017-11-10,True,Approved,Solex,Standard,low,medium,945.04,507.58,35052
5672,5673,42,1656,2017-01-24,,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,34071
5673,5674,85,1041,2017-10-28,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
5674,5675,29,1199,2017-08-19,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33552
5675,5676,3,1988,2017-06-28,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42145
5676,5677,35,2359,2017-01-20,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
5677,5678,62,1702,2017-12-16,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
5678,5679,87,1413,2017-02-21,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667
5679,5680,48,1946,2017-07-23,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
5680,5681,32,2717,2017-11-19,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
5681,5682,96,3219,2017-06-05,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
5682,5683,66,538,2017-01-06,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42105
5683,5684,16,1534,2017-07-15,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
5684,5685,94,1828,2017-01-02,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
5685,5686,5,2603,2017-09-07,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
5686,5687,50,3451,2017-03-30,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
5687,5688,70,1996,2017-04-23,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
5688,5689,45,2471,2017-07-30,False,Approved,Solex,Standard,medium,medium,441.49,84.99,41848
5689,5690,36,1300,2017-12-10,False,Approved,Solex,Standard,low,medium,945.04,507.58,40672
5690,5691,70,1425,2017-12-23,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33429
5691,5692,42,2869,2017-09-03,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526
5692,5693,7,3044,2017-02-10,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38216
5693,5694,90,1994,2017-07-25,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052
5694,5695,5,420,2017-11-01,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
5695,5696,8,3151,2017-12-11,False,Approved,Solex,Road,medium,small,1703.52,1516.13,37838
5696,5697,6,3002,2017-11-16,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38216
5697,5698,93,1093,2017-05-22,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
5698,5699,22,2432,2017-11-20,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42404
5699,5700,47,3158,2017-09-13,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41848
5700,5701,10,3467,2017-12-25,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
5701,5702,0,2283,2017-04-08,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
5702,5703,5,2061,2017-06-11,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
5703,5704,2,3386,2017-03-20,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,38647
5704,5705,71,1530,2017-02-11,True,Approved,Solex,Standard,high,large,1842.92,1105.75,38859
5705,5706,3,1299,2017-10-15,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823
5706,5707,53,3316,2017-12-10,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
5707,5708,83,2861,2017-02-09,False,Approved,Solex,Touring,medium,large,2083.94,675.03,38482
5708,5709,0,1833,2017-08-14,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,41701
5709,5710,90,449,2017-02-26,False,Approved,Solex,Standard,low,medium,945.04,507.58,40336
5710,5711,42,2123,2017-04-25,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526
5711,5712,47,483,2017-03-26,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
5712,5713,54,3460,2017-04-29,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
5713,5714,71,1166,2017-05-20,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
5714,5715,91,2869,2017-02-05,False,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
5715,5716,57,846,2017-06-24,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
5716,5717,84,649,2017-08-17,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079
5717,5718,59,3271,2017-02-05,,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,33364
5718,5719,100,1333,2017-06-23,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
5719,5720,59,2150,2017-09-19,False,Approved,Solex,Standard,medium,large,1061.56,733.58,40487
5720,5721,0,2838,2017-02-03,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
5721,5722,32,955,2017-12-17,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35052
5722,5723,70,458,2017-12-04,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,40553
5723,5724,44,436,2017-09-24,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
5724,5725,8,3409,2017-10-18,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
5725,5726,78,1350,2017-01-19,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455
5726,5727,77,3183,2017-01-09,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
5727,5728,47,3244,2017-01-09,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
5728,5729,69,899,2017-09-13,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
5729,5730,2,2252,2017-02-06,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,34996
5730,5731,88,2750,2017-04-29,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
5731,5732,45,3186,2017-10-29,False,Approved,Solex,Standard,medium,medium,441.49,84.99,41848
5732,5733,52,96,2017-01-08,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
5733,5734,3,934,2017-08-18,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33259
5734,5735,21,1091,2017-11-27,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
5735,5736,46,2659,2017-12-23,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,39526
5736,5737,0,3050,2017-01-23,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
5737,5738,64,3483,2017-01-03,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,36146
5738,5739,64,1418,2017-03-02,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42145
5739,5740,7,505,2017-12-16,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698
5740,5741,53,2028,2017-08-18,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,34170
5741,5742,57,1767,2017-11-21,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
5742,5743,3,2070,2017-09-24,,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42145
5743,5744,56,2968,2017-01-14,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
5744,5745,37,1639,2017-10-24,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336
5745,5746,84,2877,2017-03-18,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,42218
5746,5747,64,484,2017-07-25,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047
5747,5748,91,2822,2017-06-10,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
5748,5749,54,6,2017-10-27,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,40410
5749,5750,87,83,2017-07-26,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37626
5750,5751,84,1025,2017-04-23,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079
5751,5752,16,1540,2017-06-02,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,39880
5752,5753,13,385,2017-07-27,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,37220
5753,5754,0,2849,2017-09-06,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,37539
5754,5755,81,1891,2017-09-02,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33364
5755,5756,42,913,2017-05-31,,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526
5756,5757,49,228,2017-03-18,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
5757,5758,3,156,2017-12-14,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37659
5758,5759,43,859,2017-01-26,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064
5759,5760,42,127,2017-01-21,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526
5760,5761,0,1003,2017-02-20,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
5761,5762,41,2850,2017-05-20,False,Approved,Solex,Road,medium,medium,416.98,312.74,41064
5762,5763,48,941,2017-11-27,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688
5763,5764,31,3407,2017-06-16,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145
5764,5765,1,300,2017-07-07,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
5765,5766,50,2202,2017-07-24,True,Cancelled,WeareA2B,Standard,medium,small,175.89,131.92,35707
5766,5767,5,2152,2017-07-09,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560
5767,5768,24,1639,2017-07-22,False,Approved,Solex,Road,medium,large,1777.8,820.78,33552
5768,5769,11,2830,2017-09-26,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
5769,5770,41,25,2017-09-04,True,Approved,Solex,Road,medium,medium,416.98,312.74,39526
5770,5771,87,3241,2017-10-04,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36367
5771,5772,0,1800,2017-03-30,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
5772,5773,34,382,2017-07-26,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526
5773,5774,61,2155,2017-12-11,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
5774,5775,48,3088,2017-09-16,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915
5775,5776,33,1502,2017-04-25,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698
5776,5777,16,1121,2017-05-18,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,39880
5777,5778,79,3364,2017-03-30,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206
5778,5779,88,255,2017-08-18,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145
5779,5780,15,2292,2017-02-15,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
5780,5781,8,404,2017-04-09,True,Approved,Solex,Road,medium,small,1703.52,1516.13,38693
5781,5782,63,1022,2017-03-31,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,38216
5782,5783,88,3405,2017-06-01,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,41701
5783,5784,0,793,2017-09-09,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37337
5784,5785,28,2272,2017-01-27,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
5785,5786,76,1025,2017-07-20,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,40553
5786,5787,42,2078,2017-10-09,True,Cancelled,OHM Cycles,Road,medium,small,1810.0,1610.9,39526
5787,5788,67,1489,2017-10-09,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
5788,5789,62,3055,2017-11-02,False,Approved,Solex,Standard,medium,medium,478.16,298.72,41701
5789,5790,37,1638,2017-12-19,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336
5790,5791,52,466,2017-08-24,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35470
5791,5792,5,2307,2017-09-03,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258
5792,5793,49,2924,2017-01-20,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
5793,5794,87,2761,2017-03-29,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,38693
5794,5795,56,1742,2017-05-17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
5795,5796,16,775,2017-09-07,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
5796,5797,36,1147,2017-04-30,False,Approved,Solex,Standard,low,medium,1289.85,74.51,38991
5797,5798,38,2901,2017-09-11,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,40672
5798,5799,74,936,2017-03-28,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
5799,5800,37,160,2017-06-18,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
5800,5801,3,2794,2017-08-16,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
5801,5802,87,305,2017-04-05,,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667
5802,5803,60,3071,2017-07-25,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40487
5803,5804,67,1243,2017-01-24,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
5804,5805,83,2931,2017-09-27,False,Approved,Solex,Touring,medium,large,2083.94,675.03,36145
5805,5806,2,2581,2017-02-20,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
5806,5807,49,765,2017-10-24,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
5807,5808,37,2552,2017-01-25,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40618
5808,5809,71,3460,2017-11-05,False,Cancelled,Solex,Standard,high,large,1842.92,1105.75,34996
5809,5810,43,349,2017-03-23,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
5810,5811,27,734,2017-07-27,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
5811,5812,10,1426,2017-05-27,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
5812,5813,63,3367,2017-05-25,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879
5813,5814,0,394,2017-02-09,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
5814,5815,54,1329,2017-08-31,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
5815,5816,57,1537,2017-12-04,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
5816,5817,42,1657,2017-10-25,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526
5817,5818,36,704,2017-05-25,True,Approved,Solex,Standard,low,medium,945.04,507.58,35052
5818,5819,77,193,2017-12-06,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38002
5819,5820,8,2230,2017-04-18,False,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
5820,5821,54,2376,2017-12-19,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38647
5821,5822,19,568,2017-06-12,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
5822,5823,84,410,2017-02-10,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
5823,5824,12,2481,2017-12-10,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
5824,5825,35,356,2017-06-23,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
5825,5826,67,470,2017-09-10,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
5826,5827,43,1675,2017-09-20,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064
5827,5828,69,635,2017-11-20,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,34996
5828,5829,90,3190,2017-07-26,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
5829,5830,50,679,2017-02-06,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
5830,5831,29,2340,2017-10-29,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,39031
5831,5832,16,1302,2017-06-16,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35160
5832,5833,32,1167,2017-07-19,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
5833,5834,47,496,2017-01-19,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37823
5834,5835,91,501,2017-08-24,,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
5835,5836,0,1406,2017-09-10,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34170
5836,5837,56,2726,2017-08-24,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
5837,5838,4,3072,2017-01-06,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784
5838,5839,68,1369,2017-03-07,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42105
5839,5840,81,482,2017-08-03,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
5840,5841,78,500,2017-05-30,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,34556
5841,5842,4,2877,2017-03-22,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38216
5842,5843,0,1738,2017-12-09,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33888
5843,5844,96,1631,2017-08-21,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
5844,5845,64,962,2017-06-17,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,36146
5845,5846,50,879,2017-10-15,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
5846,5847,98,181,2017-06-27,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
5847,5848,67,1118,2017-03-31,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
5848,5849,22,1560,2017-05-18,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
5849,5850,100,2930,2017-01-10,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
5850,5851,43,3150,2017-04-23,False,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
5851,5852,77,2400,2017-10-10,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38193
5852,5853,5,2585,2017-09-15,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
5853,5854,42,2785,2017-01-21,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,37873
5854,5855,90,2637,2017-08-05,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458
5855,5856,100,2715,2017-05-18,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
5856,5857,62,2425,2017-07-16,True,Approved,Solex,Standard,medium,medium,478.16,298.72,36146
5857,5858,87,2454,2017-08-31,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36145
5858,5859,14,401,2017-08-19,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
5859,5860,52,2872,2017-12-06,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37823
5860,5861,37,1792,2017-06-12,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
5861,5862,0,2404,2017-12-28,False,Approved,,,,,1672.07,,0
5862,5863,0,705,2017-03-21,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
